"ISN_DOB_BIS_VIOL","BORO","BIN","BLOCK","LOT","ISSUE_DATE","VIOLATION_TYPE_CODE","VIOLATION_NUMBER","HOUSE_NUMBER","STREET","DISPOSITION_DATE","DISPOSITION_COMMENTS","DEVICE_NUMBER","DESCRIPTION","ECB_NUMBER","NUMBER","VIOLATION_CATEGORY","VIOLATION_TYPE"
"2818148","3","3401466","03886","00010","20250922","C","CE30502NB","113","SUNNYSIDE AVENUE",,,,"FAILURE TO MAINTAIN-PARTIAL COLLAPSE OF EXP#4 PARAPET DURING UNPERMITD          WRK ON 9/9/25. SALAMON ENG RPTS DATED 9/15 & 9/16 RECOMMENDS REMOVAL            OF ALL BRICK & FENCING ALONG PARAPET WALLS. REMEDY: RETAIN NYS PE & GC           TO TEMP STABILIZE & PART DEMO BLDG TO SAFEGUARD SITE, ADJ PROP, &              PUBLIC. COMMENCE UNDER PERMIT BY 11/3/25",,"V092225CCE30502NB","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2816337","4","4623263","00569","00053","20251118","C","25-02698","23-60","31 AVENUE","20260116","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/13/2026.",,"BORO COMMISSIONER HAS ORDERED WORK STOPPED FOR # Q00345134-I 1 DUE TO           INTENT TO REVOKE APPROVAL AND PERMIT",,"V*111825C25-02698","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2812795","4","4082828","03465","00020","20251114","LBLVIO","17143","1830","CORNELIA STREET","20260116","CIANOW CRM Violation Dismissed","00150077","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO17143","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809823","3","3207343","07599","00007","20251114","LBLVIO","14171","1733","FLATBUSH AVENUE","20260116","CIANOW CRM Violation Dismissed","00205473","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO14171","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797933","1","1009394","00571","07502","20251114","LBLVIO","02281","22","EAST 14 STREET","20260116","CIANOW CRM Violation Dismissed","00082469","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02281","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2817521","4","4563203","07943","00200","20251222","C","25-03293","229-11GAR","87 AVENUE","20260116","OK TO DISMISS DOB VIOLATION AS PER INSP BADGE # 3605 AND REPORT.",,"STRUCTURE RENDERED NON-COMPLIANT. AT REAR GARAGE 229-11 GARAGE BIN#             4563203, NUMBER U50-14, TRUCK IMPACTED RIGHT SIDE OF GARAGE WALL,               VERTICAL, HORIZONTAL CRACKS AND SECTION MISSING IN BRICKS, POTENTIAL            TO COLLAPSE.",,"V*122225C25-03293","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2817712","2","2059931","04711","00028","20251230","IMEGNCY","19872","1314","OAKLEY STREET","20260115","OK TO DISMISS OBSERVED WITH SIDEWALK    SHED AT EXPOSURE #1 IN COMPLIANCE",,"PROVIDE SIDEWALK SHED @ ENTIRE EXPOSURE#1 APPROXIMATELY 28 LINEAR FEET           RETURNING INTO EXPOSURE #4 APPROX 20 LINEAR FT, OVER ENTRY WAY TO               SAFEGUARD THE PUBLIC AND PROPERTY",,"V*123025IMEGNCY19872","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2807847","3","3101535","04660","00022","20251114","LBLVIO","12195","146","EAST 55 STREET","20260116","CIANOW CRM Violation Dismissed","00037917","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO12195","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2793737","3","3048770","01758","00045","20250806","C","25-01897","64","VERNON AVENUE","20260116","REPORT RECEIVED AND ACCEPTED ON12/17/25",,"OWNER TO HIRE NYSPE AND SUBMIT A REPORT WITHIN 3DAYS TO THE                     DOBMARSHAL@BUILDINGS,NYC.GOV",,"V*080625C25-01897","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2814087","4","4233166","10898","00014","20251114","LBLVIO","18435","198-17","HOLLIS AVENUE","20260117","CIANOW CRM Violation Dismissed","00054796","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO18435","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808018","3","3108083","04853","00101","20251114","LBLVIO","12366","259","LINDEN BOULEVARD","20260119","CIANOW CRM Violation Dismissed","00034736","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO12366","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811546","4","4005193","00440","00001","20251114","LBLVIO","15894","43-10","23 STREET","20260119","CIANOW CRM Violation Dismissed","00006955","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15894","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798840","1","1034236","01260","00065","20251114","LBLVIO","03188","60","WEST 45 STREET","20260119","CIANOW CRM Violation Dismissed","00063737","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03188","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799632","1","1055243","01831","00048","20251114","LBLVIO","03980","230","WEST 116 STREET","20260119","CIANOW CRM Violation Dismissed","00070105","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03980","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797678","1","1005769","00434","00001","20251114","LBLVIO","02026","100","1 AVENUE","20260119","CIANOW CRM Violation Dismissed","00078722","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02026","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811543","4","4005193","00440","00001","20251114","LBLVIO","15891","43-10","23 STREET","20260119","CIANOW CRM Violation Dismissed","00006952","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15891","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798845","1","1034236","01260","00065","20251114","LBLVIO","03193","60","WEST 45 STREET","20260119","CIANOW CRM Violation Dismissed","00063737","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03193","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798844","1","1034236","01260","00065","20251114","LBLVIO","03192","60","WEST 45 STREET","20260119","CIANOW CRM Violation Dismissed","00063737","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03192","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2788199","1","1005173","00405","00016","20250108","AEUHAZ1","00002","516","EAST 12 STREET","20260119","CIANOW CRM Violation Dismissed",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35681597X","V*010825AEUHAZ100002","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2811547","4","4005193","00440","00001","20251114","LBLVIO","15895","43-10","23 STREET","20260119","CIANOW CRM Violation Dismissed","00006956","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15895","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804239","3","3015064","00832","00070","20251114","LBLVIO","08587","519","56 STREET","20260119","CIANOW CRM Violation Dismissed","00027986","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO08587","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2813033","4","4098303","04083","00019","20251114","LBLVIO","17381","121-08","18 AVENUE","20260119","CIANOW CRM Violation Dismissed","00102404","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO17381","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798841","1","1034236","01260","00065","20251114","LBLVIO","03189","60","WEST 45 STREET","20260119","CIANOW CRM Violation Dismissed","00063737","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03189","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814134","4","4238524","11073","00003","20251114","LBLVIO","18482","201-15","LINDEN BOULEVARD","20260119","CIANOW CRM Violation Dismissed","00100434","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO18482","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812589","4","4062967","02808","00079","20251114","LBLVIO","16937","72-06","57 AVENUE","20260119","CIANOW CRM Violation Dismissed","00102098","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO16937","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811670","4","4008044","00605","00009","20251114","LBLVIO","16018","35-37","32 STREET","20260119","CIANOW CRM Violation Dismissed","00062463","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO16018","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2788198","1","1005173","00405","00016","20250108","AEUHAZ1","00001","516","EAST 12 STREET","20260119","CIANOW CRM Violation Dismissed",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35681596Y","V*010825AEUHAZ100001","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2811545","4","4005193","00440","00001","20251114","LBLVIO","15893","43-10","23 STREET","20260119","CIANOW CRM Violation Dismissed","00006954","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15893","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809428","3","3177247","06659","00051","20251114","LBLVIO","13776","513","KINGS HIGHWAY","20260119","CIANOW CRM Violation Dismissed","00096799","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO13776","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798842","1","1034236","01260","00065","20251114","LBLVIO","03190","60","WEST 45 STREET","20260119","CIANOW CRM Violation Dismissed","00063737","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03190","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803852","3","3001914","00237","00061","20251114","LBLVIO","08200","35","MONROE PLACE","20260119","CIANOW CRM Violation Dismissed","00822505","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO08200","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811544","4","4005193","00440","00001","20251114","LBLVIO","15892","43-10","23 STREET","20260119","CIANOW CRM Violation Dismissed","00006953","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15892","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804254","3","3015855","00850","00004","20251114","LBLVIO","08602","5715","7 AVENUE","20260119","CIANOW CRM Violation Dismissed","00068177","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO08602","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798843","1","1034236","01260","00065","20251114","LBLVIO","03191","60","WEST 45 STREET","20260119","CIANOW CRM Violation Dismissed","00063737","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03191","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798754","1","1031381","01199","00052","20251114","LBLVIO","03102","34","WEST 86 STREET","20260119","CIANOW CRM Violation Dismissed","00028929","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03102","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806128","3","3058769","02098","00088","20251114","LBLVIO","10476","63","LAFAYETTE AVENUE","20260119","CIANOW CRM Violation Dismissed","00104081","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO10476","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2788200","1","1005173","00405","00016","20250108","AEUHAZ1","00003","516","EAST 12 STREET","20260119","CIANOW CRM Violation Dismissed",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","35681598H","V*010825AEUHAZ100003","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2806663","3","3068626","02755","00015","20251114","LBLVIO","11011","176","SKILLMAN AVENUE","20260120","CIANOW CRM Violation Dismissed","00152937","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO11011","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2817115","4","4301857","15838","00045","20251210","C","25-03076","345","BEACH 46 STREET","20260120","OK TO DISMISS DOB VIO AS PER BC SWO     RESCIND LETTER DATED 1/16/2026.",,"THE DEPARTMENT OF BUILDINGS INTENDS TO REVOKE THE APPROVAL AND PERMIT           ISSUED IN CONNECTION WITH THE APPLICATION #Q01187691-I1 DUE TO SPECIAL          INSPECTOR WITHDRAWAL. STOP ALL WORK AND MAKE SITE SAFE.",,"V*121025C25-03076","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2816704","4","4289378","13616","00001","20251117","C","25-02663","142-38","HOOK CREEK BOULEVARD","20260120","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/16/2026.",,"DOB INTENT TO REVOKE APPROVAL & PERMIT JOB#Q01187630-I1.",,"V*111725C25-02663","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2793344","1","1015989","00840","00006","20250624","C","LL10501YC","63","WEST 38 STREET","20260120","INSPECTION RESULTS: REPAIRS COMPLETED   AND VERIFIED DURING INSPECTION)",,"EMERGENCY WORK ORDER DUE TO DAMAGED PARAPET PROTECTION DAMAGED & LOOSE          PLYWOOD @ EXP2 WEST FACADE. THE LOOSE PLYWOOD OF MULTIPLE LOCATIONS IS          UNSAFE & INHUMANE HAZARDOUS CONDITION DIRECTLY IMPACT WEST FACADE SIDE          ADJOINED ROOF & FLOOR. REMEDY: OWNER TO IMMEDIATELY REMOVE/REPLACE/             PARAPET PROTECTION AT ROOF",,"V*062425CLL10501YC","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2801296","2","2001395","02376","00047","20251114","LBLVIO","05644","3013","3 AVENUE","20260120","CIANOW CRM Violation Dismissed","00090216","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05644","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814673","4","4438522","09119","00037","20251114","LBLVIO","19021","96-07","LIBERTY AVENUE","20260120","CIANOW CRM Violation Dismissed","00059569","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO19021","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2817195","4","4297974","15541","00046","20251210","C","25-03058","1219","BEACH 12 STREET","20260120","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/16/2026.",,"BOROUGH COMMISSIONER HAS ORDERED TO WORK STOPPED FOR PERMIT#                    Q01163532-I1 DUE TO INTENT TO REVOKE OF APPROVALS & PERMIT.                     28-104.2.10 & 28-105.10.1.",,"V*121025C25-03058","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2817194","4","4298440","15571","00161","20251210","C","25-03060","808","CAFFREY AVENUE","20260120","OKAY TO DISMISS DOB VIO AS PER BC SWO   RESCIND LETTER DATED 1/16/2026.",,"BOROUGH COMMISSIONER HAS ORDERED TO WORK STOPPED FOR PERMIT#                    Q01169177-I1 DUE TO INTENT TO REVOKE OF APPROVALS & PERMIT.                     28-104.2.10 & 28-105.10.1",,"V*121025C25-03060","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2818192","3","3357413","05308","00031","20251226","C","PI31203SB","124 GAR","CLARA STREET",,,,"FTC W/COMMISSIONER'S ORDER-CONTROL#348318 VIO#102225PI31201TC DATED             10/22/26 REQUIRING OWNER TO PROVIDE A CORRECTIVE ACTION PLAN BY                 11/21/26. AS OF TODAY 12/26/25 THE REQ'D CAP WAS NOT REC'D. IMMED               COMPLY W/COMMISSIONER'S ORDER CONTROL#348318 VIO#102225PI31201TC",,"V122625CPI31203SB","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2808759","3","3135718","05594","00005","20251114","LBLVIO","13107","4113","13 AVENUE","20260120","CIANOW CRM Violation Dismissed","00072855","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO13107","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2818191","3","3181714","06759","00020","20251022","C","26-00251","1534","EAST 13 STREET",,,,"THE DEPARTMENT OF BUILDINGS UNDER SECTION 28-207.2 ORDERS THAT YOU TOP          ALL WORK UNDER PERMIT # B00776663-I1 ON 10/22/25. DUE TO INTENT TO              REVOKE APPROVAL AND PERMIT. STOP ALL WORK IMMEDIATELY AND MAKE SITE             SAFE.",,"V102225C26-00251","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2809425","3","3177087","06656","00037","20251114","LBLVIO","13773","449","KINGS HIGHWAY","20260120","CIANOW CRM Violation Dismissed","00828067","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO13773","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2816851","4","4269383","12470","00025","20251202","C","25-02972","119-44","177 STREET","20260120","OKAY TO DISMISS DOB VIO AS PER BC       SWO RESCIND LETTER DATED 1/16/2026.",,"THE DEPARTMENT OF BUILDINGS INTENDS TO REVOKE THE APPROVAL AND PERMIT           STATUS FOR APPLICATION #Q01184108-I1.",,"V*120225C25-02972","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
